sku,name,store_view_code,dimension,dimensions_mm,i1out,operating_temperature_range,total_output_power_w,v1out_vdc,v2out_vdc,vin_range,series,attribute_set_code,product_type,categories,product_websites,description,short_description,weight,product_online,tax_class_name,visibility,special_price,special_price_from_date,special_price_to_date,meta_title,meta_keywords,meta_description,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,country_of_manufacture,as_tran_application,as_tran_depth_mm,as_tran_height_inch,as_tran_height_mm,as_tran_isolation_voltage_vrms,as_tran_mounting_option,as_tran_package_qty,as_tran_package_style,as_tran_package_weght_g,as_tran_turn_ratio,as_tran_turn_ratio_pri,as_tran_turn_ratio_sec,as_tran_turn_ratio_sec2,as_tran_type,as_tran_width_mm,brochure,case,case_drawing,case_material,cfc_cb_i,cfc_cb_m,cfc_d_i,cfc_ul_i,cfc_ul_m,cfc_vde_i,cmc_current_rating_madc,cmc_dc_resistance_max_mom,cmc_depth_mm,cmc_height_mm,cmc_inductance_nom_muh,cmc_mounting_option,cmc_width_mm,color,configurable_dpm,current_ratio_amps,current_shunt,current_transformer,data_sheet,daylight_readable,dc_current_max,dc_resistance,dc_resistance_max,dc_resistance_secondary_max,design_origin,digit_height_inch,digit_height_mm,display_type,dosa,efficiency,enable_googlecheckout,eol_date,face_dim_view,face_view,features,form_factor,humidity,i2out,i3out,i4out,input_current,input_impedance_mohm,isolation_vac,isolation_vdc,isolation_voltage,is_imported,is_recurring,line_regulation_max,load_regulation_max,location,loop_drop_v,manufacturer,max_leakage_inductance,measuring_condition,measuring_range,measurment_type,meter_back_view,meter_dim_view,mounting_type,number_of_digit,output_current_range,output_power_total_w,package_style,pard_typical,pcs_180mm,pcs_330mm,pc_board_view,pinout,pinout_drawning,power_supply_current_ma,power_supply_isolation,power_supply_type,power_supply_v,primary_inductance_typical,production_date,product_brief,product_status,p_tran_dc_resist_secondary_1,p_tran_dc_resist_secondary_2,quality,rated_current_a,rated_output_mv,recom_current_transformer_desc,recom_current_transformer_name,recom_shunt_2_desc,recom_shunt_2_name,recom_shunt_3_desc,recom_shunt_3_name,recom_shunt_desc,recom_shunt_name,recurring_profile,regional_availability,replacement_part,resistance_ohm_25,resolution_v,ripple_noise,rohs_5,rohs_6,rohs_exc_11,rohs_exc_34,rohs_exc_6a,rohs_exc_6c,rohs_exc_7a,rohs_exc_7b,rohs_exc_7c1,rohs_exc_7c2,rohs_exc_7c3,rohs_exc_8,series_description,series_headline,series_primary,series_status,series_type,shielding,shunt_high_mv,shunt_low_mv,ts_dimensions_height,ts_dimensions_length,ts_dimensions_width,turn_ratio,update_rate_samples_sec,v1in_regulated,v1out_range_vdc,v1out_vdc_number,v2in_regulated,v3out_vdc,v4out_vdc,vin_max,vin_min,vin_nominal,volt_time_product,weight_g,weight_oz,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id
NMJ0303SAC,NMJ0303SAC,,0.768 x 0.386 x 0.492,19.5 x 9.8 x 12.5,0.303,-40 to 85,1,3.3,,2.97 to 3.63,N/A,DC/DC Converters1,simple,"Default Category/Power Products/DC-DC Converters/Isolated/Single Output,Murata PS/Products/DC-DC Converters/Isolated/Single Output Isolated","power,murataps,base","3.3V 303mA, Isolated 1W Single Output DC-DC Converter 5.2KVDC, 2.97-3.63V Input","3.3V 303mA, Isolated 1W Single Output DC-DC Converter 5.2KVDC, 10.8-13.2V Input",0,1,Taxable Goods,"Catalog, Search",,,,,,,"1/18/14, 1:42 AM","1/7/19, 5:50 PM",,,Block after Info Column,,,,,,,,,2 columns with right bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/data/power/ncl/kdc_nmj.pdf,,,,,,Murata Power Solutions,,,,,65,Yes,,,,,,,,,,,,,5200,,No,No,1.2,15,K,,,,,,,,,Through Hole,,,1,SIP,,,,,,,,,,,,,,Recommended In Production,,,UL60950,,,,,,,,,,,,,,,,70,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,The NMJ series are dual and single output DC/DC converters in a 7 pin SIP package style offering pin and functionality compatibility with the NMV series SIP DC/DC converters. The NMJ series is UL60950 recognized and suitable for applications where safety and miniaturisation are of paramount importance. Isolation barrier approved for supplementary/reinforced insulation - see page 2.,5.2kVDC Isolated 1W DC-DC Converters,,,,,,,,,,,,,,3.3,,,,,,3.3,,,,999,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,0
NTA0303MC,NTA0303MC,,0.6 x 0.441 x 0.26,15.24 x 11.2 x 6.6,0.152,-40 to 85,1,3.3,-3.3,2.97 to 3.63,N/A,DC/DC Converters1,simple,Default Category/Power Products/DC-DC Converters/Isolated/Bipolar / Dual Output Isolated,"power,murataps,base",Isolated 1W Dual Output SM DC/DC Converters,Isolated 1W Dual Output SM DC/DC Converters,0,1,Taxable Goods,"Catalog, Search",,,,,,,"1/18/14, 1:36 AM","1/7/19, 5:14 PM",,,Block after Info Column,,,,,,,,,2 columns with right bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/data/power/ncl/kdc_nta.pdf,,,,,,Murata Power Solutions,,,,,75,Yes,,,,,,,-0.152,,,402,,,1000,,No,No,,,K,,,,,,,,,Surface Mount,,,1,,,,,,,/p-nta.gif,,,,,,,,Recommended In Production,,,,,,,,,,,,,,,,,,,40,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,The NTA series of miniature surface mounted DC/DC Converters employ leadframe technology and transfer moulding techniques to bring all of the benefi ts of IC style packaging to hybrid circuitry. Co-planarity of the lead positions is based upon IEC 191-6:1990. The devices are suitable for all applications where high volume production is envisaged.,Isolated 1W Dual Output SM DC-DC Converters,,,,,,,,,,,,,,3.3,,,,,,3.3,,,,999,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,0
NTA0303MC-R,NTA0303MC-R,,0.6 x 0.441 x 0.26,15.24 x 11.2 x 6.6,0.152,-40 to 85,1,3.3,-3.3,2.97 to 3.63,NTA,DC/DC Converters1,simple,Default Category/Power Products/DC-DC Converters/Isolated/Bipolar / Dual Output Isolated,"power,murataps,base",Isolated 1W Dual Output SM DC/DC Converters,Isolated 1W Dual Output SM DC/DC Converters,0,1,Taxable Goods,"Catalog, Search",,,,,,,"1/18/14, 1:36 AM","1/7/19, 5:14 PM",,,Block after Info Column,,,,,,,,,2 columns with right bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/data/power/ncl/kdc_nta.pdf,,,,,,Murata Power Solutions,,,,,75,Yes,,,,,,,-0.152,,,402,,,1000,,No,,,,K,,,,,,,,,Surface Mount,,,1,,,,,,,/p-nta.gif,,,,,,,,Recommended In Production,,,,,,,,,,,,,,,,,,,40,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,The NTA series of miniature surface mounted DC/DC Converters employ leadframe technology and transfer moulding techniques to bring all of the benefi ts of IC style packaging to hybrid circuitry. Co-planarity of the lead positions is based upon IEC 191-6:1990. The devices are suitable for all applications where high volume production is envisaged.,Isolated 1W Dual Output SM DC-DC Converters,,,,,,,,,,,,,,3.3,,,,,,3.3,,,,999,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,0
NTA0305MC,NTA0305MC,,0.6 x 0.441 x 0.26,15.24 x 11.2 x 6.6,0.1,-40 to 85,1,5,-5,2.97 to 3.63,N/A,DC/DC Converters1,simple,Default Category/Power Products/DC-DC Converters/Isolated/Bipolar / Dual Output Isolated,"power,murataps,base",Isolated 1W Dual Output SM DC/DC Converters,Isolated 1W Dual Output SM DC/DC Converters,0,1,Taxable Goods,"Catalog, Search",,,,,,,"1/18/14, 1:36 AM","1/7/19, 5:14 PM",,,Block after Info Column,,,,,,,,,2 columns with right bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/data/power/ncl/kdc_nta.pdf,,,,,,Murata Power Solutions,,,,,78,Yes,,,,,,,-0.1,,,388,,,1000,,No,No,,,K,,,,,,,,,Surface Mount,,,1,,,,,,,/p-nta.gif,,,,,,,,Recommended In Production,,,,,,,,,,,,,,,,,,,40,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,The NTA series of miniature surface mounted DC/DC Converters employ leadframe technology and transfer moulding techniques to bring all of the benefi ts of IC style packaging to hybrid circuitry. Co-planarity of the lead positions is based upon IEC 191-6:1990. The devices are suitable for all applications where high volume production is envisaged.,Isolated 1W Dual Output SM DC-DC Converters,,,,,,,,,,,,,,5,,,,,,3.3,,,,999,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,0
NTA0305MC-R,NTA0305MC-R,,0.6 x 0.441 x 0.26,15.24 x 11.2 x 6.6,0.1,-40 to 85,1,5,-5,2.97 to 3.63,NTA,DC/DC Converters1,simple,Default Category/Power Products/DC-DC Converters/Isolated/Bipolar / Dual Output Isolated,"power,murataps,base",Isolated 1W Dual Output SM DC/DC Converters,Isolated 1W Dual Output SM DC/DC Converters,0,1,Taxable Goods,"Catalog, Search",,,,,,,"1/18/14, 1:36 AM","1/7/19, 5:14 PM",,,Block after Info Column,,,,,,,,,2 columns with right bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/data/power/ncl/kdc_nta.pdf,,,,,,Murata Power Solutions,,,,,78,Yes,,,,,,,-0.1,,,388,,,1000,,No,,,,K,,,,,,,,,Surface Mount,,,1,,,,,,,/p-nta.gif,,,,,,,,Recommended In Production,,,,,,,,,,,,,,,,,,,40,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,The NTA series of miniature surface mounted DC/DC Converters employ leadframe technology and transfer moulding techniques to bring all of the benefi ts of IC style packaging to hybrid circuitry. Co-planarity of the lead positions is based upon IEC 191-6:1990. The devices are suitable for all applications where high volume production is envisaged.,Isolated 1W Dual Output SM DC-DC Converters,,,,,,,,,,,,,,5,,,,,,3.3,,,,999,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,0
NTA0309MC,NTA0309MC,,0.6 x 0.441 x 0.26,15.24 x 11.2 x 6.6,0.055,-40 to 85,1,9,-9,2.97 to 3.63,N/A,DC/DC Converters1,simple,Default Category/Power Products/DC-DC Converters/Isolated/Bipolar / Dual Output Isolated,"power,murataps,base",Isolated 1W Dual Output SM DC/DC Converters,Isolated 1W Dual Output SM DC/DC Converters,0,1,Taxable Goods,"Catalog, Search",,,,,,,"1/18/14, 1:36 AM","1/7/19, 5:15 PM",,,Block after Info Column,,,,,,,,,2 columns with right bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/data/power/ncl/kdc_nta.pdf,,,,,,Murata Power Solutions,,,,,75,Yes,,,,,,,-0.055,,,405,,,1000,,No,No,,,K,,,,,,,,,Surface Mount,,,1,,,,,,,/p-nta.gif,,,,,,,,Recommended In Production,,,,,,,,,,,,,,,,,,,35,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,The NTA series of miniature surface mounted DC/DC Converters employ leadframe technology and transfer moulding techniques to bring all of the benefi ts of IC style packaging to hybrid circuitry. Co-planarity of the lead positions is based upon IEC 191-6:1990. The devices are suitable for all applications where high volume production is envisaged.,Isolated 1W Dual Output SM DC-DC Converters,,,,,,,,,,,,,,9,,,,,,3.3,,,,999,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,0
NTA0309MC-R,NTA0309MC-R,,0.6 x 0.441 x 0.26,15.24 x 11.2 x 6.6,0.055,-40 to 85,1,9,-9,2.97 to 3.63,NTA,DC/DC Converters1,simple,Default Category/Power Products/DC-DC Converters/Isolated/Bipolar / Dual Output Isolated,"power,murataps,base",Isolated 1W Dual Output SM DC/DC Converters,Isolated 1W Dual Output SM DC/DC Converters,0,1,Taxable Goods,"Catalog, Search",,,,,,,"1/18/14, 1:36 AM","1/7/19, 5:15 PM",,,Block after Info Column,,,,,,,,,2 columns with right bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/data/power/ncl/kdc_nta.pdf,,,,,,Murata Power Solutions,,,,,75,Yes,,,,,,,-0.055,,,405,,,1000,,No,,,,K,,,,,,,,,Surface Mount,,,1,,,,,,,/p-nta.gif,,,,,,,,Recommended In Production,,,,,,,,,,,,,,,,,,,35,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,The NTA series of miniature surface mounted DC/DC Converters employ leadframe technology and transfer moulding techniques to bring all of the benefi ts of IC style packaging to hybrid circuitry. Co-planarity of the lead positions is based upon IEC 191-6:1990. The devices are suitable for all applications where high volume production is envisaged.,Isolated 1W Dual Output SM DC-DC Converters,,,,,,,,,,,,,,9,,,,,,3.3,,,,999,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,0
NTE0303MC,NTE0303MC,,0.5 x 0.441 x 0.26,12.7 x 11.2 x 6.6,0.303,-40 to 85,1,3.3,,2.97 to 3.63,N/A,DC/DC Converters1,simple,"Default Category/Power Products/DC-DC Converters/Isolated/Single Output,Murata PS/Products/DC-DC Converters/Isolated/Single Output Isolated","power,murataps,base","3.3V 303mA,Single Output Isolated DC-DC Converter1kVDC, 2.97-3.63V input","3.3V 303mA,Single Output Isolated DC-DC Converter1kVDC, 2.97-3.63V input",0,1,Taxable Goods,"Catalog, Search",,,,,,,"1/18/14, 1:36 AM","1/7/19, 5:15 PM",,,Block after Info Column,,,,,,,,,2 columns with right bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/data/power/ncl/kdc_nte.pdf,,,,,,Murata Power Solutions,,,,,73,Yes,,,,,,,,,,410,,,1000,,No,No,1.2,14,K,,,,,,,,,Surface Mount,,,1,,,,,,,/p-nte.gif,,,,,,,,Recommended In Production,,,,,,,,,,,,,,,,,,,40,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,The NTE series of miniature surface mounted DC/DC Converters employ leadframe technology and transfer moulding techniques to bring all of the benefi ts of IC style packaging to hybrid circuitry. The co-planarity of the pin positions is based upon IEC 191-6:1990. The devices are suitable for all applications where high volume production is envisaged.,Isolated 1W Single Output SM DC-DC Converters,,,,,,,,,,,,,,3.3,,,,,,3.3,,,,999,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,0
NTE0303MC-R,NTE0303MC-R,,0.5 x 0.441 x 0.26,12.7 x 11.2 x 6.6,0.303,-40 to 85,1,3.3,,2.97 to 3.63,N/A,DC/DC Converters1,simple,"Default Category/Power Products/DC-DC Converters/Isolated/Single Output,Murata PS/Products/DC-DC Converters/Isolated/Single Output Isolated","power,murataps,base","3.3V 303mA,Single Output Isolated DC-DC Converter1kVDC, 2.97-3.63V input, Tape and Reel format","3.3V 303mA,Single Output Isolated DC-DC Converter1kVDC, 2.97-3.63V input, Tape and Reel format",0,1,Taxable Goods,"Catalog, Search",,,,,,,"1/18/14, 1:36 AM","1/7/19, 5:15 PM",,,Block after Info Column,,,,,,,,,2 columns with right bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/data/power/ncl/kdc_nte.pdf,,,,,,Murata Power Solutions,,,,,73,Yes,,,,,,,,,,410,,,1000,,No,No,1.2,14,K,,,,,,,,,Surface Mount,,,1,,,,,,,/p-nte.gif,,,,,,,,Recommended In Production,,,,,,,,,,,,,,,,,,,40,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,The NTE series of miniature surface mounted DC/DC Converters employ leadframe technology and transfer moulding techniques to bring all of the benefi ts of IC style packaging to hybrid circuitry. The co-planarity of the pin positions is based upon IEC 191-6:1990. The devices are suitable for all applications where high volume production is envisaged.,Isolated 1W Single Output SM DC-DC Converters,,,,,,,,,,,,,,3.3,,,,,,3.3,,,,999,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,0
NTE0305MC,NTE0305MC,,0.5 x 0.441 x 0.26,12.7 x 11.2 x 6.6,0.2,-40 to 85,1,5,,2.97 to 3.63,N/A,DC/DC Converters1,simple,"Default Category/Power Products/DC-DC Converters/Isolated/Single Output,Murata PS/Products/DC-DC Converters/Isolated/Single Output Isolated","power,murataps,base","5V 200mA,Single Output Isolated DC-DC Converter1kVDC, 2.97-3.63V input","5V 200mA,Single Output Isolated DC-DC Converter1kVDC, 2.97-3.63V input",0,1,Taxable Goods,"Catalog, Search",,,,,,,"1/18/14, 1:36 AM","1/7/19, 5:15 PM",,,Block after Info Column,,,,,,,,,2 columns with right bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/data/power/ncl/kdc_nte.pdf,,,,,,Murata Power Solutions,,,,,78,Yes,,,,,,,,,,390,,,1000,,No,No,1.2,14,K,,,,,,,,,Surface Mount,,,1,,,,,,,/p-nte.gif,,,,,,,,Recommended In Production,,,,,,,,,,,,,,,,,,,40,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,The NTE series of miniature surface mounted DC/DC Converters employ leadframe technology and transfer moulding techniques to bring all of the benefi ts of IC style packaging to hybrid circuitry. The co-planarity of the pin positions is based upon IEC 191-6:1990. The devices are suitable for all applications where high volume production is envisaged.,Isolated 1W Single Output SM DC-DC Converters,,,,,,,,,,,,,,5,,,,,,3.3,,,,999,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,0
NTE0305MC-R,NTE0305MC-R,,0.5 x 0.441 x 0.26,12.7 x 11.2 x 6.6,0.2,-40 to 85,1,5,,2.97 to 3.63,N/A,DC/DC Converters1,simple,"Default Category/Power Products/DC-DC Converters/Isolated/Single Output,Murata PS/Products/DC-DC Converters/Isolated/Single Output Isolated","power,murataps,base","5V 200mA,Single Output Isolated DC-DC Converter1kVDC, 2.97-3.63V input, Tape and Reel format","5V 200mA,Single Output Isolated DC-DC Converter1kVDC, 2.97-3.63V input, Tape and Reel format",0,1,Taxable Goods,"Catalog, Search",,,,,,,"1/18/14, 1:36 AM","1/7/19, 5:15 PM",,,Block after Info Column,,,,,,,,,2 columns with right bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/data/power/ncl/kdc_nte.pdf,,,,,,Murata Power Solutions,,,,,78,Yes,,,,,,,,,,390,,,1000,,No,No,1.2,14,K,,,,,,,,,Surface Mount,,,1,,,,,,,/p-nte.gif,,,,,,,,Recommended In Production,,,,,,,,,,,,,,,,,,,40,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,The NTE series of miniature surface mounted DC/DC Converters employ leadframe technology and transfer moulding techniques to bring all of the benefi ts of IC style packaging to hybrid circuitry. The co-planarity of the pin positions is based upon IEC 191-6:1990. The devices are suitable for all applications where high volume production is envisaged.,Isolated 1W Single Output SM DC-DC Converters,,,,,,,,,,,,,,5,,,,,,3.3,,,,999,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,0
NTE0309MC,NTE0309MC,,0.5 x 0.441 x 0.26,12.7 x 11.2 x 6.6,1529,-40 to 85,1,9,,2.97 to 3.63,N/A,DC/DC Converters1,simple,"Default Category/Power Products/DC-DC Converters/Isolated/Single Output,Murata PS/Products/DC-DC Converters/Isolated/Single Output Isolated","power,murataps,base","9V 111mA,Single Output Isolated DC-DC Converter1kVDC, 2.97-3.63V input","9V 111mA,Single Output Isolated DC-DC Converter1kVDC, 2.97-3.63V input",0,1,Taxable Goods,"Catalog, Search",,,,,,,"1/18/14, 1:36 AM","1/7/19, 5:15 PM",,,Block after Info Column,,,,,,,,,2 columns with right bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/data/power/ncl/kdc_nte.pdf,,,,,,Murata Power Solutions,,,,,77,Yes,,,,,,,,,,400,,,1000,,No,No,1.2,14,K,,,,,,,,,Surface Mount,,,1,,,,,,,/p-nte.gif,,,,,,,,Recommended In Production,,,,,,,,,,,,,,,,,,,40,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,The NTE series of miniature surface mounted DC/DC Converters employ leadframe technology and transfer moulding techniques to bring all of the benefi ts of IC style packaging to hybrid circuitry. The co-planarity of the pin positions is based upon IEC 191-6:1990. The devices are suitable for all applications where high volume production is envisaged.,Isolated 1W Single Output SM DC-DC Converters,,,,,,,,,,,,,,9,,,,,,3.3,,,,999,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,0
NTE0309MC-R,NTE0309MC-R,,0.5 x 0.441 x 0.26,12.7 x 11.2 x 6.6,1529,-40 to 85,1,9,,2.97 to 3.63,N/A,DC/DC Converters1,simple,"Default Category/Power Products/DC-DC Converters/Isolated/Single Output,Murata PS/Products/DC-DC Converters/Isolated/Single Output Isolated","power,murataps,base","9V 111mA,Single Output Isolated DC-DC Converter1kVDC, 2.97-3.63V input, Tape and Reel format","9V 111mA,Single Output Isolated DC-DC Converter1kVDC, 2.97-3.63V input, Tape and Reel format",0,1,Taxable Goods,"Catalog, Search",,,,,,,"1/18/14, 1:36 AM","1/7/19, 5:15 PM",,,Block after Info Column,,,,,,,,,2 columns with right bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/data/power/ncl/kdc_nte.pdf,,,,,,Murata Power Solutions,,,,,77,Yes,,,,,,,,,,400,,,1000,,No,No,1.2,14,K,,,,,,,,,Surface Mount,,,1,,,,,,,/p-nte.gif,,,,,,,,Recommended In Production,,,,,,,,,,,,,,,,,,,40,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,The NTE series of miniature surface mounted DC/DC Converters employ leadframe technology and transfer moulding techniques to bring all of the benefi ts of IC style packaging to hybrid circuitry. The co-planarity of the pin positions is based upon IEC 191-6:1990. The devices are suitable for all applications where high volume production is envisaged.,Isolated 1W Single Output SM DC-DC Converters,,,,,,,,,,,,,,9,,,,,,3.3,,,,999,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,0
NTE0312MC,NTE0312MC,,0.5 x 0.441 x 0.26,12.7 x 11.2 x 6.6,0.083,-40 to 85,1,12,,2.97 to 3.63,N/A,DC/DC Converters1,simple,"Default Category/Power Products/DC-DC Converters/Isolated/Single Output,Murata PS/Products/DC-DC Converters/Isolated/Single Output Isolated","power,murataps,base","12V 83mA,Single Output Isolated DC-DC Converter1kVDC, 2.97-3.63V input","12V 83mA,Single Output Isolated DC-DC Converter1kVDC, 2.97-3.63V input",0,1,Taxable Goods,"Catalog, Search",,,,,,,"1/18/14, 1:36 AM","1/7/19, 5:15 PM",,,Block after Info Column,,,,,,,,,2 columns with right bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/data/power/ncl/kdc_nte.pdf,,,,,,Murata Power Solutions,,,,,77,Yes,,,,,,,,,,400,,,1000,,No,No,1.2,14,K,,,,,,,,,Surface Mount,,,1,,,,,,,/p-nte.gif,,,,,,,,Recommended In Production,,,,,,,,,,,,,,,,,,,40,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,The NTE series of miniature surface mounted DC/DC Converters employ leadframe technology and transfer moulding techniques to bring all of the benefi ts of IC style packaging to hybrid circuitry. The co-planarity of the pin positions is based upon IEC 191-6:1990. The devices are suitable for all applications where high volume production is envisaged.,Isolated 1W Single Output SM DC-DC Converters,,,,,,,,,,,,,,12,,,,,,3.3,,,,999,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,0
NTE0312MC-R,NTE0312MC-R,,0.5 x 0.441 x 0.26,12.7 x 11.2 x 6.6,0.083,-40 to 85,1,12,,2.97 to 3.63,N/A,DC/DC Converters1,simple,"Default Category/Power Products/DC-DC Converters/Isolated/Single Output,Murata PS/Products/DC-DC Converters/Isolated/Single Output Isolated","power,murataps,base","12V 83mA,Single Output Isolated DC-DC Converter1kVDC, 2.97-3.63V input, Tape and Reel format","12V 83mA,Single Output Isolated DC-DC Converter1kVDC, 2.97-3.63V input, Tape and Reel format",0,1,Taxable Goods,"Catalog, Search",,,,,,,"1/18/14, 1:36 AM","1/7/19, 5:15 PM",,,Block after Info Column,,,,,,,,,2 columns with right bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/data/power/ncl/kdc_nte.pdf,,,,,,Murata Power Solutions,,,,,77,Yes,,,,,,,,,,400,,,1000,,No,No,1.2,14,K,,,,,,,,,Surface Mount,,,1,,,,,,,/p-nte.gif,,,,,,,,Recommended In Production,,,,,,,,,,,,,,,,,,,40,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,The NTE series of miniature surface mounted DC/DC Converters employ leadframe technology and transfer moulding techniques to bring all of the benefi ts of IC style packaging to hybrid circuitry. The co-planarity of the pin positions is based upon IEC 191-6:1990. The devices are suitable for all applications where high volume production is envisaged.,Isolated 1W Single Output SM DC-DC Converters,,,,,,,,,,,,,,12,,,,,,3.3,,,,999,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,0
NTE0315MC,NTE0315MC,,0.5 x 0.441 x 0.26,12.7 x 11.2 x 6.6,0.066,-40 to 85,1,15,,2.97 to 3.63,N/A,DC/DC Converters1,simple,"Default Category/Power Products/DC-DC Converters/Isolated/Single Output,Murata PS/Products/DC-DC Converters/Isolated/Single Output Isolated","power,murataps,base","15V 66mA,Single Output Isolated DC-DC Converter1kVDC, 2.97-3.63V input","15V 66mA,Single Output Isolated DC-DC Converter1kVDC, 2.97-3.63V input",0,1,Taxable Goods,"Catalog, Search",,,,,,,"1/18/14, 1:36 AM","1/7/19, 5:15 PM",,,Block after Info Column,,,,,,,,,2 columns with right bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/data/power/ncl/kdc_nte.pdf,,,,,,Murata Power Solutions,,,,,77,Yes,,,,,,,,,,400,,,1000,,No,No,1.2,14,K,,,,,,,,,Surface Mount,,,1,,,,,,,/p-nte.gif,,,,,,,,Recommended In Production,,,,,,,,,,,,,,,,,,,40,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,The NTE series of miniature surface mounted DC/DC Converters employ leadframe technology and transfer moulding techniques to bring all of the benefi ts of IC style packaging to hybrid circuitry. The co-planarity of the pin positions is based upon IEC 191-6:1990. The devices are suitable for all applications where high volume production is envisaged.,Isolated 1W Single Output SM DC-DC Converters,,,,,,,,,,,,,,15,,,,,,3.3,,,,999,0,1,0,0,1,1,1,10000,1,1,1,1,1,1,1,0,1,0,0,0
